indicator_code,indicator_name,year,value,unit
SH.MED.PHYS.ZS,"Physicians (per 1,000 people)",2012,0.775,per_1000_people
SH.MED.PHYS.ZS,"Physicians (per 1,000 people)",2013,0.795,per_1000_people
SH.MED.PHYS.ZS,"Physicians (per 1,000 people)",2014,0.818,per_1000_people
SH.MED.PHYS.ZS,"Physicians (per 1,000 people)",2015,0.85,per_1000_people
SH.MED.PHYS.ZS,"Physicians (per 1,000 people)",2016,0.89,per_1000_people
SH.MED.PHYS.ZS,"Physicians (per 1,000 people)",2017,0.932,per_1000_people
SH.MED.PHYS.ZS,"Physicians (per 1,000 people)",2018,0.917,per_1000_people
SH.MED.PHYS.ZS,"Physicians (per 1,000 people)",2019,1.049,per_1000_people
SH.MED.PHYS.ZS,"Physicians (per 1,000 people)",2021,1.16,per_1000_people
SH.STA.BRTC.ZS,Births attended by skilled health staff (% of total),1991,17.2,percent_of_births
SH.STA.BRTC.ZS,Births attended by skilled health staff (% of total),1997,18,percent_of_births
SH.STA.BRTC.ZS,Births attended by skilled health staff (% of total),1999,18,percent_of_births
SH.STA.BRTC.ZS,Births attended by skilled health staff (% of total),2001,23,percent_of_births
SH.STA.BRTC.ZS,Births attended by skilled health staff (% of total),2002,23,percent_of_births
SH.STA.BRTC.ZS,Births attended by skilled health staff (% of total),2005,31,percent_of_births
SH.STA.BRTC.ZS,Births attended by skilled health staff (% of total),2006,56,percent_of_births
SH.STA.BRTC.ZS,Births attended by skilled health staff (% of total),2007,38.8,percent_of_births
SH.STA.BRTC.ZS,Births attended by skilled health staff (% of total),2008,40,percent_of_births
SH.STA.BRTC.ZS,Births attended by skilled health staff (% of total),2009,41,percent_of_births
SH.STA.BRTC.ZS,Births attended by skilled health staff (% of total),2011,43,percent_of_births
SH.STA.BRTC.ZS,Births attended by skilled health staff (% of total),2012,51,percent_of_births
SH.STA.BRTC.ZS,Births attended by skilled health staff (% of total),2013,52.1,percent_of_births
SH.STA.BRTC.ZS,Births attended by skilled health staff (% of total),2015,59,percent_of_births
SH.STA.BRTC.ZS,Births attended by skilled health staff (% of total),2018,69.3,percent_of_births
SH.STA.BRTC.ZS,Births attended by skilled health staff (% of total),2019,73.7,percent_of_births
SH.STA.BRTC.ZS,Births attended by skilled health staff (% of total),2020,68,percent_of_births
SH.STA.DIAB.ZS,Diabetes prevalence (% of population ages 20 to 79),2000,11.8,percent_pop_20_79
SH.STA.DIAB.ZS,Diabetes prevalence (% of population ages 20 to 79),2011,7.9,percent_pop_20_79
SH.STA.DIAB.ZS,Diabetes prevalence (% of population ages 20 to 79),2024,31.4,percent_pop_20_79
SH.STA.MMRT,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",1985,432,per_100000_live_births
SH.STA.MMRT,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",1986,436,per_100000_live_births
SH.STA.MMRT,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",1987,442,per_100000_live_births
SH.STA.MMRT,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",1988,441,per_100000_live_births
SH.STA.MMRT,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",1989,439,per_100000_live_births
SH.STA.MMRT,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",1990,434,per_100000_live_births
SH.STA.MMRT,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",1991,443,per_100000_live_births
SH.STA.MMRT,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",1992,459,per_100000_live_births
SH.STA.MMRT,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",1993,473,per_100000_live_births
SH.STA.MMRT,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",1994,479,per_100000_live_births
SH.STA.MMRT,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",1995,485,per_100000_live_births
SH.STA.MMRT,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",1996,482,per_100000_live_births
SH.STA.MMRT,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",1997,476,per_100000_live_births
SH.STA.MMRT,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",1998,456,per_100000_live_births
SH.STA.MMRT,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",1999,438,per_100000_live_births
SH.STA.MMRT,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",2000,419,per_100000_live_births
SH.STA.MMRT,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",2001,400,per_100000_live_births
SH.STA.MMRT,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",2002,380,per_100000_live_births
SH.STA.MMRT,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",2003,358,per_100000_live_births
SH.STA.MMRT,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",2004,333,per_100000_live_births
SH.STA.MMRT,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",2005,316,per_100000_live_births
SH.STA.MMRT,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",2006,284,per_100000_live_births
SH.STA.MMRT,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",2007,265,per_100000_live_births
SH.STA.MMRT,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",2008,254,per_100000_live_births
SH.STA.MMRT,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",2009,246,per_100000_live_births
